"","1","2","3"
"582",597761.027468963,582522.863835276,558207.962397896
"583",599661.069701537,583698.113976349,557982.095970956
"584",402017.359615798,563254.510347478,577225.849559624
"585",872998.072933567,822592.311151739,757772.355123364
"586",360781.946120259,258589.372766814,204963.452592969
"587",626529.602604071,564862.549795443,499228.805362554
"588",331428.43591907,236835.907348759,214389.955097874
"589",519193.579780654,415341.735304006,316449.537256397
"590",606912.350830678,680074.656339189,665611.063012469
"591",521915.535769384,412526.503603538,298884.371617537
"592",278033.802860552,207478.4708967,194362.205396681
"593",225463.423184871,176686.374039031,204768.712949293
"594",373973.536860761,281948.833147539,246960.743132478
"595",477570.908159117,436265.67587044,411422.019086351
"596",281299.803226131,306209.082164803,298122.662053107
"597",466619.398100883,627101.51177146,639427.733916346
"598",901997.820655613,854921.941248255,791564.210818107
"599",273446.732681134,292431.796773262,337599.759283399
"600",387991.322078814,441597.99292857,488480.539567574
"601",160121.194348649,245336.182628651,264758.382080809
